url,title,price,extra,scraped_at
https://github.com/lyogavin/airllm,AirLLM 70B inference with single 4GB GPU,,"{""points"": ""114"", ""author"": ""Anon84"", ""comments"": ""41"", ""age_iso"": ""2026-08-03T11:15:48"", ""site"": ""github.com/lyogavin"", ""hn_id"": ""49154228"", ""rank"": ""11"", ""is_hiring"": ""false"", ""topic"": ""LLM inference optimization"", ""company"": ""AirLLM""}",2026-08-03T18:51:19.410605
https://armature.tech/,Show HN: Product analytics (and evals) for agent sessions on your MCP,,"{""points"": ""6"", ""author"": ""screm"", ""comments"": ""0"", ""age_iso"": ""2026-08-03T16:17:59"", ""site"": ""armature.tech"", ""hn_id"": ""49157807"", ""rank"": ""12"", ""is_hiring"": ""false"", ""topic"": ""analytics for MCP agents"", ""company"": ""Armature""}",2026-08-03T18:51:19.410605
https://epoch.ai/MirrorCode,What's the largest software project AI can complete on its own?,,"{""points"": ""14"", ""author"": ""yusufozkan"", ""comments"": ""4"", ""age_iso"": ""2026-08-03T16:16:40"", ""site"": ""epoch.ai"", ""hn_id"": ""49157786"", ""rank"": ""13"", ""is_hiring"": ""false"", ""topic"": ""AI software project scale"", ""company"": ""Epoch AI""}",2026-08-03T18:51:19.410605
https://github.com/janestreet/bonsai,Bonsai: Janestreet's UI Library,,"{""points"": ""208"", ""author"": ""KolmogorovComp"", ""comments"": ""76"", ""age_iso"": ""2026-08-03T08:29:57"", ""site"": ""github.com/janestreet"", ""hn_id"": ""49152842"", ""rank"": ""14"", ""is_hiring"": ""false"", ""topic"": ""UI library Bonsai"", ""company"": ""Jane Street""}",2026-08-03T18:51:19.410605
https://dmarcguard.io/blog/spf-record-syntax/,"SPF Record Syntax: Mechanisms, Qualifiers, Modifiers, and Macros",,"{""points"": ""26"", ""author"": ""meysamazad"", ""comments"": ""7"", ""age_iso"": ""2026-08-03T13:34:25"", ""site"": ""dmarcguard.io"", ""hn_id"": ""49155626"", ""rank"": ""15"", ""is_hiring"": ""false"", ""topic"": ""SPF record syntax"", ""company"": ""DMARCGuard""}",2026-08-03T18:51:19.410605
https://note.com/hirorohi03/n/n047a8c5f7f8b?hl=en,Explanation of INT8 ConvRot (FP8 is no longer needed),,"{""points"": ""6"", ""author"": ""peter_d_sherman"", ""comments"": ""2"", ""age_iso"": ""2026-08-03T16:07:09"", ""site"": ""note.com"", ""hn_id"": ""49157645"", ""rank"": ""16"", ""is_hiring"": ""false"", ""topic"": ""INT8 ConvRot explanation""}",2026-08-03T18:51:19.410605
https://defector.com/abandoned-fish-sauce-canada-interview,The Abandoned Fish Sauce Terrorizing a Small Canadian Town,,"{""points"": ""144"", ""author"": ""ohjeez"", ""comments"": ""110"", ""age_iso"": ""2026-07-31T16:23:10"", ""site"": ""defector.com"", ""hn_id"": ""49125168"", ""rank"": ""17"", ""is_hiring"": ""false"", ""topic"": ""abandoned fish sauce town""}",2026-08-03T18:51:19.410605
https://github.com/garagehq/nightcrawler/,Show HN: Nightcrawler – A local AI pentesting agent running on a smartphone,,"{""points"": ""73"", ""author"": ""NickySlicks"", ""comments"": ""23"", ""age_iso"": ""2026-08-03T11:06:15"", ""site"": ""github.com/garagehq"", ""hn_id"": ""49154127"", ""rank"": ""18"", ""is_hiring"": ""false"", ""topic"": ""AI pentesting agent"", ""company"": ""garagehq""}",2026-08-03T18:51:19.410605
https://github.com/rust-lang/rust-project-goals/blob/main/src/2026/move-trait.md,Rust project goals: Immobile types and guaranteed destructors,,"{""points"": ""184"", ""author"": ""paavohtl"", ""comments"": ""65"", ""age_iso"": ""2026-08-03T06:42:00"", ""site"": ""github.com/rust-lang"", ""hn_id"": ""49152023"", ""rank"": ""19"", ""is_hiring"": ""false"", ""topic"": ""Immobile types destructors"", ""company"": ""Rust""}",2026-08-03T18:51:19.410605
https://www.sltrib.com/news/environment/2026/08/03/utah-sets-solar-power-record/,"Utah produced more power from solar than any other source in May, a new first",,"{""points"": ""67"", ""author"": ""toomuchtodo"", ""comments"": ""27"", ""age_iso"": ""2026-08-03T14:13:24"", ""site"": ""sltrib.com"", ""hn_id"": ""49156071"", ""rank"": ""20"", ""is_hiring"": ""false"", ""topic"": ""Utah solar energy milestone""}",2026-08-03T18:51:19.410605
https://ankursethi.com/blog/prevent-cognitive-debt-by-manually-retyping-llm-generated-code/,Prevent cognitive debt by manually retyping LLM-generated code,,"{""points"": ""269"", ""author"": ""mpweiher"", ""comments"": ""235"", ""age_iso"": ""2026-08-03T09:32:07"", ""site"": ""ankursethi.com"", ""hn_id"": ""49153374"", ""rank"": ""21"", ""is_hiring"": ""false"", ""topic"": ""retyping LLM-generated code""}",2026-08-03T18:51:19.410605
https://blog.gingerbeardman.com/2026/08/02/games-at-the-press-of-a-button-the-rip-o-bot/,Games at the press of a button: The Rip-O-Bot (1989),,"{""points"": ""23"", ""author"": ""msephton"", ""comments"": ""3"", ""age_iso"": ""2026-08-02T20:19:16"", ""site"": ""gingerbeardman.com"", ""hn_id"": ""49147907"", ""rank"": ""22"", ""is_hiring"": ""false"", ""topic"": ""Rip-O-Bot retro gaming"", ""company"": ""gingerbeardman.com""}",2026-08-03T18:51:19.410605
https://clementjambon.github.io/wods/index.html#blogpost,Walk on Decomposed Subdomains,,"{""points"": ""29"", ""author"": ""E-Reverance"", ""comments"": ""2"", ""age_iso"": ""2026-07-28T03:17:03"", ""site"": ""clementjambon.github.io"", ""hn_id"": ""49078856"", ""rank"": ""23"", ""is_hiring"": ""false"", ""topic"": ""Walk on Subdomains""}",2026-08-03T18:51:19.410605
https://www.collabora.com/news-and-blog/news-and-events/kraid-is-a-now-a-real-compiler.html,Kraid is a now a real compiler,,"{""points"": ""10"", ""author"": ""losgehts"", ""comments"": ""1"", ""age_iso"": ""2026-07-30T14:52:03"", ""site"": ""collabora.com"", ""hn_id"": ""49110912"", ""rank"": ""24"", ""is_hiring"": ""false"", ""topic"": ""Kraid compiler release"", ""company"": ""Collabora""}",2026-08-03T18:51:19.410605
https://senderledger.com/articles/what-dmarc-actually-protects-you-from,"What DMARC Protects You From, and What It Does Not",,"{""points"": ""85"", ""author"": ""adulion"", ""comments"": ""22"", ""age_iso"": ""2026-08-03T09:29:46"", ""site"": ""senderledger.com"", ""hn_id"": ""49153361"", ""rank"": ""25"", ""is_hiring"": ""false"", ""topic"": ""DMARC email protection"", ""company"": ""SenderLedger""}",2026-08-03T18:51:19.410605
https://z80.me/blog/tsc-2026-july/,Train Simulator Controller,,"{""points"": ""75"", ""author"": ""austinallegro"", ""comments"": ""5"", ""age_iso"": ""2026-07-30T21:18:39"", ""site"": ""z80.me"", ""hn_id"": ""49115935"", ""rank"": ""26"", ""is_hiring"": ""false"", ""topic"": ""Train Simulator Controller""}",2026-08-03T18:51:19.410605
https://octanejs.dev,"Octane – React’s programming model, compiled",,"{""points"": ""102"", ""author"": ""nnx"", ""comments"": ""34"", ""age_iso"": ""2026-08-03T08:04:04"", ""site"": ""octanejs.dev"", ""hn_id"": ""49152640"", ""rank"": ""27"", ""is_hiring"": ""false"", ""topic"": ""React compiled programming model"", ""company"": ""Octane""}",2026-08-03T18:51:19.410605
https://medium.com/pinterest-engineering/finding-zombies-in-our-systems-a-real-world-story-of-cpu-bottlenecks-ea4722e552eb,Finding zombies in our systems: A real-world story of CPU bottlenecks,,"{""points"": ""14"", ""author"": ""fagnerbrack"", ""comments"": ""4"", ""age_iso"": ""2026-08-02T14:50:48"", ""site"": ""medium.com/pinterest-engineering"", ""hn_id"": ""49145193"", ""rank"": ""28"", ""is_hiring"": ""false"", ""topic"": ""CPU bottlenecks debugging"", ""company"": ""Pinterest""}",2026-08-03T18:51:19.410605
https://lapcatsoftware.com/articles/2026/8/2.html,Why does Mail app contact iCloud when sending a non-iCloud email?,,"{""points"": ""54"", ""author"": ""cdrnsf"", ""comments"": ""21"", ""age_iso"": ""2026-08-03T14:29:51"", ""site"": ""lapcatsoftware.com"", ""hn_id"": ""49156299"", ""rank"": ""29"", ""is_hiring"": ""false"", ""topic"": ""Mail app iCloud behavior"", ""company"": ""Lapcat Software""}",2026-08-03T18:51:19.410605
https://sf.isopolis.city/,Show HN: Isopolis – Isometric pixel map of SF,,"{""points"": ""311"", ""author"": ""nuwandavek"", ""comments"": ""69"", ""age_iso"": ""2026-08-03T00:46:38"", ""site"": ""isopolis.city"", ""hn_id"": ""49149966"", ""rank"": ""30"", ""is_hiring"": ""false"", ""topic"": ""izometryczna mapa pikselowa SF"", ""company"": ""Isopolis""}",2026-08-03T18:51:19.410605
